employee_id,age,education_level,department,job_role,years_experience,training_hours,avg_monthly_hours,satisfaction_level,last_performance_score,absenteeism_days,promotion_last_5yrs,performance_label
E11457,39,High School,Finance,Engineer,18,41,144,0.897,1,1,0,Low
E11458,32,Bachelors,Sales,Operator,12,39,190,0.598,5,2,0,Medium
E11459,41,Bachelors,Finance,Analyst,23,47,155,0.735,4,3,0,Medium
E11460,52,Masters,IT,Manager,36,45,158,0.729,5,0,0,High
E11461,33,Bachelors,Production,Executive,18,35,175,0.676,2,0,0,Low
E11462,23,High School,HR,Analyst,3,46,127,0.687,5,3,0,Medium
E11463,23,Bachelors,Production,Technician,1,40,161,0.546,3,6,0,Low
E11464,54,Bachelors,R&D,Manager,39,39,138,0.75,2,5,0,Low
E11465,26,Masters,IT,Analyst,8,32,154,0.735,2,3,0,Low
E11466,46,Masters,IT,Engineer,24,28,148,0.621,5,2,0,Medium
E11467,36,Bachelors,IT,Executive,15,42,147,0.82,3,2,1,Medium
E11468,51,Bachelors,Production,Technician,30,46,165,0.885,3,1,0,Medium
E11469,24,Bachelors,HR,Technician,5,34,164,0.822,4,2,0,Medium
E11470,56,Bachelors,Finance,Analyst,38,44,156,0.512,3,1,0,Medium
E11471,48,Masters,Production,Operator,28,48,167,0.718,3,0,0,Medium
E11472,39,Masters,HR,Operator,15,39,143,0.536,2,1,0,Low
E11473,29,Bachelors,HR,Operator,7,38,174,0.717,1,3,0,Low
E11474,59,Bachelors,R&D,Executive,39,54,156,0.537,5,3,0,Medium
E11475,33,High School,Finance,Manager,13,34,150,0.93,3,0,0,Medium
E11476,40,High School,Production,Analyst,23,49,144,0.841,5,6,0,Medium
E11477,36,High School,Finance,Manager,15,42,155,0.908,3,0,0,Medium
E11478,30,Bachelors,Finance,Executive,12,36,197,0.889,3,0,0,Medium
E11479,37,Masters,R&D,Engineer,18,40,159,0.651,3,3,0,Low
E11480,27,Bachelors,IT,Engineer,9,50,137,0.623,5,2,1,Medium
E11481,22,Bachelors,HR,Executive,1,40,178,1.0,1,1,0,Low
E11482,33,High School,R&D,Manager,15,35,151,0.67,3,3,0,Low
E11483,26,Bachelors,HR,Executive,5,48,166,0.456,1,1,0,Low
E11484,37,Masters,Sales,Analyst,14,33,148,0.881,5,1,0,High
E11485,54,Bachelors,Production,Operator,31,43,186,0.726,3,1,0,Medium
E11486,28,Masters,Finance,Analyst,11,41,148,0.971,5,3,0,High
E11487,22,Masters,IT,Executive,0,44,188,0.744,2,4,0,Low
E11488,26,High School,Sales,Engineer,10,43,139,0.696,1,2,0,Low
E11489,41,Bachelors,Sales,Manager,19,40,154,0.975,4,3,0,Medium
E11490,32,PhD,Sales,Executive,12,35,188,0.423,1,3,0,Low
E11491,40,Bachelors,Finance,Manager,22,44,163,0.595,2,1,0,Medium
E11492,23,High School,HR,Engineer,6,47,205,0.54,2,3,0,Low
E11493,34,Masters,HR,Analyst,18,37,155,0.305,2,5,0,Low
E11494,37,Masters,Production,Engineer,13,44,165,0.857,1,2,0,Medium
E11495,38,Bachelors,Production,Engineer,16,39,198,0.6,4,3,0,Medium
E11496,42,Bachelors,Finance,Analyst,25,32,130,0.863,4,7,0,Medium
E11497,51,Bachelors,HR,Technician,29,34,127,0.77,2,4,0,Medium
E11498,39,Masters,IT,Technician,21,36,144,0.809,2,2,0,Medium
E11499,53,Bachelors,HR,Manager,32,33,176,0.618,1,1,0,Low
E11500,42,High School,Production,Technician,23,34,128,0.562,4,1,0,Medium
E11501,31,Bachelors,Sales,Executive,13,36,172,0.716,5,0,0,Medium
E11502,30,PhD,Finance,Executive,9,54,171,0.865,3,2,0,Medium
E11503,34,Masters,IT,Engineer,15,40,200,0.691,3,0,0,Medium
E11504,44,Bachelors,Finance,Manager,24,30,181,0.574,4,1,0,Low
E11505,31,High School,R&D,Analyst,11,40,167,0.484,5,3,0,Medium
E11506,56,Masters,Sales,Executive,38,46,187,0.737,5,0,0,High
E11507,40,Masters,Finance,Analyst,21,44,171,0.6,1,2,0,Low
E11508,54,Bachelors,IT,Operator,37,48,151,0.687,3,1,0,Medium
E11509,47,Bachelors,R&D,Technician,31,28,137,0.657,5,1,0,High
E11510,34,Bachelors,R&D,Executive,18,46,149,0.62,4,2,0,Medium
E11511,30,Bachelors,R&D,Engineer,8,39,159,0.753,5,1,0,Medium
E11512,50,High School,R&D,Analyst,32,45,164,0.8,5,3,0,High
E11513,34,High School,HR,Analyst,18,32,117,1.0,1,4,0,Low
E11514,31,Bachelors,HR,Engineer,9,33,156,0.836,4,3,0,Medium
E11515,57,Masters,HR,Technician,40,43,161,0.987,3,3,0,Medium
E11516,40,High School,Sales,Analyst,20,47,171,0.553,2,4,0,Low
E11517,23,Bachelors,Production,Manager,6,40,193,0.412,4,2,0,Medium
E11518,40,Bachelors,HR,Technician,26,42,164,0.697,1,3,1,Medium
E11519,39,Bachelors,Sales,Technician,22,40,142,0.854,3,0,0,Medium
E11520,54,High School,Sales,Executive,36,33,124,0.826,3,2,0,Medium
E11521,49,Bachelors,Production,Engineer,31,22,174,0.918,2,4,0,Medium
E11522,29,Bachelors,R&D,Technician,11,44,143,0.243,4,2,1,Low
E11523,27,Bachelors,HR,Engineer,5,40,177,0.926,5,4,0,Medium
E11524,44,Masters,R&D,Analyst,26,35,188,0.76,5,1,0,Medium
E11525,23,High School,Sales,Technician,4,37,129,0.422,4,1,0,Medium
E11526,34,Masters,HR,Operator,18,44,171,0.83,2,1,0,Medium
E11527,27,Masters,HR,Engineer,6,53,186,0.731,5,1,0,High
E11528,22,Masters,Finance,Manager,2,45,180,0.769,5,2,0,Medium
E11529,56,Bachelors,Sales,Analyst,36,40,118,0.88,5,1,0,High
E11530,25,Bachelors,R&D,Operator,7,39,143,0.777,5,0,0,High
E11531,22,Bachelors,Finance,Executive,5,36,134,0.435,5,4,0,Medium
E11532,57,Bachelors,Production,Engineer,33,43,170,0.674,4,1,0,Medium
E11533,29,High School,IT,Engineer,13,43,168,0.409,4,0,0,Medium
E11534,53,PhD,HR,Manager,31,47,106,0.817,4,0,0,Medium
E11535,23,Bachelors,R&D,Engineer,3,33,154,0.952,4,3,0,Medium
E11536,27,Masters,HR,Operator,7,34,176,0.477,2,0,1,Low
E11537,26,Bachelors,IT,Executive,10,42,163,0.579,5,4,0,Medium
E11538,48,High School,HR,Engineer,26,35,163,0.541,4,2,0,Medium
E11539,45,Bachelors,IT,Operator,23,46,153,0.618,4,2,0,Medium
E11540,40,Bachelors,IT,Manager,17,38,139,0.774,4,4,0,Medium
E11541,31,Bachelors,Production,Engineer,9,32,160,0.62,1,1,0,Low
E11542,25,Bachelors,R&D,Executive,6,49,161,0.817,5,1,0,High
E11543,43,Bachelors,Production,Analyst,21,45,172,0.892,3,3,0,Medium
E11544,30,Bachelors,R&D,Engineer,11,39,174,0.898,5,3,0,Medium
E11545,44,Bachelors,Finance,Manager,27,35,162,0.499,1,1,0,Low
E11546,48,PhD,IT,Manager,28,45,182,0.949,2,2,0,Medium
E11547,54,High School,Finance,Analyst,37,52,153,0.964,5,2,0,High
E11548,40,Bachelors,R&D,Technician,20,32,131,0.979,4,1,0,Medium
E11549,22,Bachelors,Finance,Manager,5,33,170,0.672,4,2,1,Medium
E11550,32,Bachelors,R&D,Operator,14,30,163,0.565,3,0,0,Low
E11551,54,Bachelors,R&D,Manager,37,42,170,0.523,3,2,0,Medium
E11552,42,Bachelors,R&D,Analyst,24,41,135,0.502,3,2,0,Medium
E11553,45,PhD,Finance,Analyst,24,36,196,0.702,1,5,0,Low
E11554,39,Bachelors,IT,Analyst,17,38,174,0.853,3,4,0,Medium
E11555,28,Bachelors,Sales,Manager,9,36,154,0.935,3,1,0,Medium
E11556,56,High School,Finance,Operator,37,30,141,0.613,2,2,0,Low
E11557,51,Bachelors,Finance,Executive,29,45,182,0.693,2,3,0,Low
E11558,59,Bachelors,Sales,Operator,37,35,138,0.681,4,3,0,Medium
E11559,54,High School,Production,Engineer,39,55,205,0.586,4,4,0,Medium
E11560,33,Bachelors,IT,Engineer,14,33,148,0.832,3,2,0,Medium
E11561,31,Bachelors,Sales,Executive,8,36,194,0.765,4,2,0,Medium
E11562,31,Masters,R&D,Engineer,7,44,156,0.726,2,2,0,Low
E11563,56,Bachelors,Production,Technician,33,42,192,0.764,3,2,0,Medium
E11564,43,Bachelors,HR,Technician,26,45,145,0.811,3,4,0,Low
E11565,39,Bachelors,Production,Technician,21,36,160,0.809,2,2,0,Medium
E11566,58,High School,R&D,Executive,40,37,176,0.549,1,2,0,Low
E11567,44,High School,HR,Engineer,20,37,173,0.861,3,0,0,Medium
E11568,56,Bachelors,R&D,Analyst,37,31,182,0.746,5,0,0,Medium
E11569,59,PhD,IT,Technician,40,45,150,0.622,3,3,0,Medium
E11570,25,High School,Finance,Technician,7,35,162,0.742,5,5,0,Medium
E11571,35,Bachelors,Production,Technician,14,44,185,0.762,5,4,0,Medium
E11572,49,Masters,HR,Manager,26,46,146,0.895,4,4,0,Medium
E11573,52,Masters,Production,Executive,30,39,171,0.512,5,3,0,Medium
E11574,27,Bachelors,IT,Operator,6,42,156,0.938,3,0,0,Medium
E11575,34,Bachelors,Sales,Operator,14,49,164,0.704,4,2,0,Medium
E11576,42,Bachelors,Production,Analyst,22,42,162,0.609,1,4,0,Low
E11577,52,Masters,R&D,Manager,32,43,144,0.603,2,1,0,Medium
E11578,26,High School,IT,Manager,3,38,155,0.52,3,1,1,Medium
E11579,44,Masters,Finance,Operator,27,36,163,0.387,1,0,0,Low
E11580,33,High School,Sales,Analyst,11,41,158,0.822,4,3,0,Medium
E11581,30,Masters,HR,Analyst,8,22,191,1.0,5,4,0,Medium
E11582,41,High School,Finance,Operator,26,39,180,0.409,1,1,0,Low
E11583,37,High School,HR,Manager,16,47,166,0.529,5,6,0,Medium
E11584,46,High School,Sales,Operator,26,35,145,0.835,1,2,0,Low
E11585,34,Bachelors,Sales,Executive,19,37,144,0.692,1,1,0,Low
E11586,53,Bachelors,Finance,Technician,37,31,199,0.85,4,3,0,High
E11587,24,High School,Sales,Technician,8,49,140,0.682,4,2,0,Medium
E11588,54,Bachelors,Sales,Engineer,30,40,162,0.595,5,2,0,High
E11589,23,Bachelors,IT,Executive,3,38,167,0.659,3,1,0,Medium
E11590,49,Masters,Sales,Executive,31,36,154,0.271,3,4,0,Low
E11591,35,Masters,IT,Executive,15,48,140,0.494,1,3,0,Low
E11592,36,Bachelors,IT,Technician,16,36,144,0.871,4,1,0,Medium
E11593,22,High School,IT,Executive,4,33,149,0.915,5,1,0,Medium
E11594,48,Bachelors,R&D,Analyst,30,38,146,0.953,3,1,0,Medium
E11595,28,Masters,Finance,Analyst,4,35,187,0.779,5,0,0,High
E11596,47,High School,IT,Operator,26,43,160,0.294,2,2,0,Low
E11597,49,Bachelors,R&D,Technician,29,44,150,0.586,5,3,0,Medium
E11598,54,Masters,Sales,Engineer,37,43,162,0.938,3,5,0,Medium
E11599,48,PhD,HR,Operator,28,39,173,0.992,1,5,0,Low
E11600,33,Bachelors,Sales,Engineer,11,46,153,0.945,2,0,0,Medium
E11601,50,Bachelors,Sales,Analyst,32,40,178,0.657,3,1,0,Medium
E11602,53,Bachelors,HR,Manager,31,44,135,0.465,1,2,0,Low
E11603,34,Masters,HR,Executive,15,36,183,0.693,5,1,0,Medium
E11604,26,High School,Sales,Analyst,5,41,160,0.703,2,2,0,Low
E11605,55,High School,HR,Manager,34,49,159,0.982,4,4,0,High
E11606,27,Bachelors,IT,Executive,8,35,146,0.741,5,2,0,Medium
E11607,44,Bachelors,HR,Analyst,24,44,135,0.703,3,3,0,Medium
E11608,30,Bachelors,HR,Analyst,8,38,127,0.713,4,4,0,Medium
E11609,26,Bachelors,Sales,Operator,9,46,145,0.772,3,2,1,Medium
E11610,51,Masters,Sales,Technician,32,38,172,0.813,4,4,0,Medium
E11611,27,Masters,Sales,Operator,7,39,141,0.57,1,2,0,Low
E11612,47,Bachelors,R&D,Manager,26,52,129,0.51,2,4,0,Low
E11613,48,Masters,IT,Analyst,28,39,142,0.947,4,2,1,Medium
E11614,24,Bachelors,Finance,Operator,1,38,152,0.405,1,5,1,Low
E11615,28,Bachelors,IT,Engineer,9,37,153,0.995,5,0,0,High
E11616,52,High School,IT,Analyst,35,54,157,0.356,4,2,0,Medium
E11617,41,Masters,Production,Analyst,25,34,181,0.595,1,1,0,Low
E11618,26,Masters,HR,Analyst,10,41,185,0.875,1,1,0,Low
E11619,59,Masters,Finance,Engineer,39,40,200,0.7,1,1,0,Low
E11620,32,Masters,Production,Executive,12,42,128,0.463,4,4,0,Medium
E11621,22,PhD,IT,Engineer,1,41,143,0.777,3,0,0,Medium
E11622,57,Bachelors,Production,Executive,37,50,174,0.712,3,2,0,Medium
E11623,22,Masters,Sales,Operator,5,42,151,0.661,3,2,0,Medium
E11624,43,Bachelors,Production,Technician,21,39,177,0.588,3,3,0,Low
E11625,59,Bachelors,IT,Engineer,38,41,164,0.694,2,1,0,Medium
E11626,43,Bachelors,HR,Analyst,22,37,192,0.595,1,3,0,Low
E11627,44,Bachelors,Sales,Technician,21,32,181,1.0,1,2,0,Medium
E11628,36,Bachelors,Finance,Engineer,18,44,181,0.657,4,1,0,Medium
E11629,26,Bachelors,R&D,Analyst,7,42,152,0.633,4,1,0,Medium
E11630,43,High School,HR,Manager,22,41,158,0.603,2,3,0,Low
E11631,56,Bachelors,R&D,Manager,33,47,154,1.0,2,1,0,Medium
E11632,25,Masters,Production,Executive,9,37,130,0.405,3,4,0,Low
E11633,55,Bachelors,R&D,Executive,38,41,189,0.765,4,1,0,High
E11634,37,Bachelors,Sales,Operator,19,46,175,0.657,3,2,0,Medium
E11635,42,Bachelors,HR,Engineer,23,45,153,0.444,3,3,0,Low
E11636,28,Bachelors,Sales,Technician,8,46,186,0.553,1,3,0,Low
E11637,45,Bachelors,Finance,Engineer,25,37,147,0.757,3,0,1,High
E11638,28,Masters,Finance,Technician,8,41,123,0.544,4,1,0,Medium
E11639,32,High School,Production,Engineer,16,43,180,0.747,3,2,0,Medium
E11640,49,Masters,IT,Analyst,29,40,134,1.0,5,1,0,High
E11641,23,Masters,Finance,Operator,4,32,156,0.731,4,1,0,Medium
E11642,38,Bachelors,R&D,Analyst,22,39,164,0.438,5,2,0,Medium
E11643,44,Masters,IT,Executive,25,35,168,0.548,3,1,0,Low
E11644,27,Bachelors,Sales,Analyst,7,40,177,0.649,3,0,0,Medium
E11645,33,Masters,IT,Engineer,12,38,172,0.637,3,1,0,Medium
E11646,35,Masters,IT,Analyst,19,40,171,0.727,2,3,0,Medium
E11647,47,Masters,Sales,Operator,28,41,144,0.756,3,1,0,Medium
E11648,59,Bachelors,IT,Technician,40,57,166,1.0,1,1,0,Medium
E11649,53,Masters,Finance,Analyst,35,45,130,0.699,3,0,0,Medium
E11650,29,PhD,R&D,Executive,9,42,191,0.493,1,0,0,Low
E11651,22,Bachelors,IT,Analyst,5,49,132,0.908,3,0,0,Medium
E11652,23,Masters,HR,Technician,5,37,153,0.927,5,1,0,Medium
E11653,44,Masters,HR,Executive,22,32,134,0.742,3,2,0,Low
E11654,27,Bachelors,Sales,Technician,7,48,145,0.656,4,2,0,Medium
E11655,30,Masters,HR,Analyst,15,36,160,0.812,3,2,0,Medium
E11656,54,Bachelors,Finance,Technician,37,34,149,0.662,5,0,0,High
E11657,55,Bachelors,Production,Operator,37,52,183,0.33,2,4,0,Low
E11658,53,High School,IT,Operator,32,38,165,0.801,5,3,0,High
E11659,31,Bachelors,IT,Technician,11,35,151,0.861,4,1,0,Medium
E11660,45,Masters,IT,Executive,28,34,157,0.959,5,1,1,High
E11661,45,Bachelors,R&D,Engineer,25,50,184,0.568,1,2,1,Low
E11662,29,Bachelors,R&D,Manager,7,38,178,0.741,5,0,0,Medium
E11663,43,Bachelors,IT,Executive,26,57,137,0.745,5,0,0,High
E11664,41,Bachelors,Finance,Manager,18,48,146,0.715,2,3,0,Low
E11665,37,Masters,R&D,Operator,18,55,169,0.721,4,1,0,Medium
E11666,50,Masters,IT,Engineer,33,29,167,0.707,3,3,0,Medium
E11667,47,High School,R&D,Operator,29,34,139,0.738,1,3,0,Low
E11668,42,Bachelors,HR,Executive,21,43,175,0.833,3,4,0,Medium
E11669,49,Bachelors,HR,Executive,30,34,142,0.92,4,1,0,High
E11670,50,Bachelors,Sales,Operator,35,44,186,0.564,2,0,0,Medium
E11671,43,Bachelors,R&D,Operator,25,48,171,0.669,2,1,0,Medium
E11672,32,Bachelors,Finance,Technician,9,41,137,0.624,3,1,0,Medium
E11673,50,Bachelors,Finance,Manager,26,43,149,0.598,5,4,0,Medium
E11674,49,Bachelors,Production,Analyst,26,33,149,0.409,1,2,0,Low
E11675,59,Bachelors,Sales,Manager,40,48,163,0.704,5,5,0,Medium
E11676,27,Bachelors,Finance,Operator,4,43,156,0.786,5,1,0,High
E11677,37,Masters,Finance,Manager,20,48,137,0.672,5,4,0,Medium
E11678,57,Masters,R&D,Operator,40,46,132,0.698,1,1,0,Low
E11679,41,Bachelors,HR,Manager,26,39,171,0.775,3,0,0,Medium
E11680,57,Masters,R&D,Manager,40,38,166,0.954,2,5,0,Medium
E11681,22,Masters,Finance,Technician,5,31,162,0.624,5,3,0,Medium
E11682,23,High School,Production,Analyst,1,43,165,0.489,4,2,0,Low
E11683,52,Bachelors,IT,Analyst,36,33,148,0.684,4,2,0,Medium
E11684,35,Bachelors,IT,Engineer,13,39,164,1.0,1,2,0,Medium
E11685,41,Masters,IT,Executive,25,50,211,0.491,5,5,0,Medium
E11686,38,Bachelors,Sales,Operator,16,43,183,0.817,3,2,0,Medium
E11687,37,Bachelors,IT,Analyst,17,55,154,0.908,1,1,0,Low
E11688,57,Bachelors,Sales,Executive,39,37,150,0.274,5,2,0,Medium
E11689,25,Bachelors,Production,Analyst,7,35,103,0.774,5,2,0,Medium
E11690,51,Masters,Production,Manager,36,40,181,0.809,3,4,0,Medium
E11691,55,Bachelors,IT,Executive,31,37,176,0.652,4,2,0,Medium
E11692,46,Masters,R&D,Engineer,27,44,149,0.584,4,4,0,Medium
E11693,37,PhD,Finance,Manager,14,32,131,0.594,2,2,0,Low
E11694,28,Masters,IT,Manager,4,31,137,0.641,4,1,0,Medium
E11695,47,High School,Finance,Engineer,30,31,169,0.646,5,0,0,Medium
E11696,39,Masters,IT,Analyst,19,32,158,0.612,5,3,0,Medium
E11697,27,High School,HR,Manager,10,35,174,0.638,4,2,0,Medium
E11698,35,Bachelors,Sales,Operator,12,34,162,0.914,2,1,0,Medium
E11699,58,Masters,HR,Operator,39,33,179,0.481,5,1,0,Medium
E11700,32,Bachelors,IT,Manager,11,33,167,0.385,5,2,0,Medium
E11701,28,Bachelors,R&D,Executive,8,47,177,0.917,1,4,0,Low
E11702,47,Bachelors,IT,Analyst,28,44,118,0.665,2,1,0,Medium
E11703,29,Masters,HR,Operator,6,28,135,0.63,3,4,0,Low
E11704,56,Masters,Production,Manager,40,41,153,0.68,3,2,0,Medium
E11705,54,Bachelors,R&D,Operator,39,39,182,0.738,4,0,0,Medium
E11706,59,Masters,Production,Executive,37,51,198,0.606,3,1,0,Medium
E11707,56,Bachelors,R&D,Manager,39,34,157,0.791,1,1,0,Low
E11708,31,High School,R&D,Technician,12,42,148,0.527,1,1,0,Low
E11709,30,Bachelors,IT,Manager,12,28,121,0.646,4,2,0,Medium
E11710,35,PhD,HR,Manager,13,53,177,0.301,4,5,0,Low
E11711,39,Bachelors,HR,Technician,17,34,149,0.911,4,1,0,Medium
E11712,55,Bachelors,R&D,Engineer,35,38,219,0.668,3,0,0,Medium
E11713,49,High School,Finance,Analyst,28,43,145,0.821,2,0,0,Medium
E11714,46,Masters,Sales,Operator,24,43,202,0.786,2,1,0,Medium
E11715,55,Bachelors,R&D,Engineer,35,33,175,0.799,4,1,0,Medium
E11716,46,Bachelors,Finance,Engineer,27,45,139,0.699,3,3,0,Medium
E11717,36,PhD,Finance,Manager,16,43,165,0.77,1,1,0,Medium
E11718,37,High School,R&D,Engineer,14,31,175,0.527,2,1,0,Low
E11719,41,Bachelors,Sales,Executive,22,40,155,0.489,5,2,0,Medium
E11720,25,Bachelors,Sales,Operator,5,46,177,0.682,3,1,0,Medium
E11721,50,Masters,R&D,Engineer,29,42,176,0.578,5,0,0,High
E11722,46,Bachelors,Finance,Manager,29,36,172,0.957,3,0,0,Medium
E11723,49,Bachelors,Sales,Technician,35,33,160,0.768,3,2,0,Medium
E11724,42,High School,Production,Executive,23,49,137,0.571,5,0,0,Medium
E11725,51,Masters,Finance,Executive,29,40,158,0.651,3,3,0,Medium
E11726,58,Masters,Sales,Technician,36,38,164,0.724,1,1,0,Medium
E11727,43,High School,R&D,Operator,21,29,122,0.688,3,3,0,Medium
E11728,38,Bachelors,HR,Technician,16,30,163,0.749,4,3,0,Medium
E11729,25,Masters,Production,Engineer,5,36,158,0.712,2,1,0,Low
E11730,51,High School,IT,Technician,30,43,134,0.45,3,3,0,Low
E11731,56,Bachelors,HR,Manager,37,45,153,0.313,5,1,1,Medium
E11732,48,Bachelors,HR,Engineer,29,39,154,0.633,3,1,0,Low
E11733,54,Bachelors,IT,Executive,33,45,199,0.801,2,0,0,Medium
E11734,54,Bachelors,Sales,Analyst,36,46,164,0.635,1,1,0,Low
E11735,52,Bachelors,HR,Executive,29,40,181,0.923,3,1,0,Medium
E11736,41,High School,Sales,Executive,25,47,158,0.692,4,0,0,Medium
E11737,25,Bachelors,IT,Analyst,10,35,123,0.944,2,5,0,Low
E11738,22,Masters,Finance,Technician,6,35,173,0.907,3,2,0,Medium
E11739,29,Bachelors,R&D,Engineer,12,39,147,0.889,4,1,0,Medium
E11740,38,High School,Sales,Analyst,18,35,153,0.483,5,2,0,Medium
E11741,50,Masters,R&D,Analyst,31,39,139,0.703,5,2,0,Medium
E11742,39,High School,Production,Engineer,19,34,161,0.92,2,0,0,Medium
E11743,22,Masters,HR,Executive,4,40,181,0.749,1,3,0,Low
E11744,29,Bachelors,Sales,Engineer,8,41,179,0.8,4,6,0,Medium
E11745,59,Masters,Sales,Operator,40,41,192,0.45,2,0,0,Low
E11746,59,Bachelors,Finance,Executive,38,27,195,1.0,2,0,0,Medium
E11747,36,High School,Sales,Engineer,18,41,119,0.558,1,6,0,Low
E11748,52,Bachelors,IT,Operator,34,26,136,0.341,4,1,0,Medium
E11749,49,High School,Production,Engineer,31,36,124,0.637,1,1,0,Low
E11750,57,Bachelors,IT,Executive,40,56,173,0.259,2,1,0,Low
E11751,55,Masters,R&D,Engineer,36,27,146,0.505,3,1,0,Medium
E11752,45,Masters,HR,Operator,28,32,150,1.0,1,3,0,Medium
E11753,36,High School,Sales,Executive,14,38,156,0.632,4,5,0,Medium
E11754,45,Masters,Sales,Engineer,28,30,168,0.443,4,2,0,Medium
E11755,34,Masters,Production,Operator,16,40,130,0.705,3,0,0,Medium
E11756,35,Masters,Sales,Executive,20,48,135,0.538,1,1,1,Low
E11757,45,Bachelors,Sales,Analyst,26,39,160,0.856,1,2,0,Medium
E11758,43,Bachelors,Finance,Technician,23,47,184,0.54,1,2,1,Low
E11759,44,Bachelors,R&D,Analyst,25,33,159,0.749,4,2,0,High
E11760,36,Bachelors,R&D,Engineer,21,40,144,0.494,4,1,0,Medium
E11761,37,Masters,Finance,Manager,17,44,117,1.0,4,0,0,High
E11762,22,High School,IT,Technician,7,45,179,0.791,5,2,0,Medium
E11763,44,Bachelors,Production,Engineer,28,45,145,0.674,2,0,0,Medium
E11764,43,High School,R&D,Operator,24,35,137,0.647,1,7,0,Low
E11765,57,Masters,Finance,Engineer,35,38,126,0.6,2,2,0,Low
E11766,41,Bachelors,Production,Analyst,19,41,131,0.563,4,3,0,Medium
E11767,39,Bachelors,R&D,Analyst,19,31,141,0.558,4,1,0,Medium
E11768,24,Masters,HR,Operator,7,37,155,1.0,3,6,0,Medium
E11769,29,PhD,Production,Technician,12,44,136,0.601,1,2,0,Low
E11770,34,High School,HR,Manager,17,37,164,0.317,4,2,0,Low
E11771,36,Masters,Sales,Technician,22,40,155,0.49,5,1,0,Medium
E11772,35,Masters,IT,Operator,19,32,204,0.867,2,1,0,Medium
E11773,36,High School,Production,Manager,19,44,126,0.655,5,1,0,Medium
E11774,51,Masters,Sales,Manager,33,38,163,0.676,4,3,0,Medium
E11775,26,Bachelors,Production,Operator,8,31,163,0.911,5,3,0,Medium
E11776,34,Bachelors,Finance,Technician,14,35,139,0.56,4,4,0,Low
E11777,28,Bachelors,Production,Analyst,8,40,162,0.814,1,3,0,Low
E11778,33,Bachelors,R&D,Engineer,11,42,175,0.58,4,2,0,Medium
E11779,48,High School,HR,Technician,33,37,162,0.804,1,3,0,Medium
E11780,23,High School,IT,Executive,6,44,188,0.63,2,0,0,Medium
E11781,34,High School,Sales,Executive,13,45,116,0.657,5,2,0,Medium
E11782,22,Bachelors,Production,Technician,1,39,143,0.848,5,0,0,High
E11783,58,Bachelors,IT,Executive,37,26,190,0.835,3,1,1,Medium
E11784,49,Bachelors,R&D,Analyst,33,24,178,0.67,2,2,0,Low
E11785,31,Bachelors,IT,Analyst,10,39,171,0.615,2,3,0,Low
E11786,29,Bachelors,Finance,Engineer,11,40,185,0.988,2,1,0,Medium
E11787,25,Bachelors,IT,Executive,3,34,122,0.806,3,2,0,Medium
E11788,39,Masters,Production,Operator,19,47,176,0.63,3,2,0,Low
E11789,50,Bachelors,Production,Operator,32,49,181,0.582,1,3,0,Low
E11790,44,Masters,Production,Executive,22,42,147,0.884,4,1,0,Medium
E11791,55,High School,IT,Analyst,32,33,213,0.721,4,1,0,Medium
E11792,35,Masters,Finance,Manager,19,42,164,0.671,4,2,0,Medium
E11793,32,PhD,HR,Executive,18,33,116,0.721,5,3,0,Medium
E11794,40,Masters,Sales,Technician,24,27,168,0.761,4,4,0,Medium
E11795,29,Bachelors,R&D,Engineer,6,49,146,0.69,4,3,0,Medium
E11796,59,Bachelors,Production,Engineer,40,42,183,0.917,2,3,0,Medium
E11797,29,Bachelors,Sales,Technician,11,43,171,0.927,3,1,0,Medium
E11798,40,Bachelors,IT,Operator,18,39,148,0.796,3,0,0,Medium
E11799,41,Masters,HR,Operator,27,37,190,0.947,5,2,0,High
E11800,24,PhD,R&D,Operator,7,32,179,0.702,3,6,0,Low
E11801,39,Bachelors,Sales,Analyst,17,33,143,0.824,4,4,0,Medium
E11802,39,High School,Finance,Engineer,21,37,157,0.881,3,1,0,Medium
E11803,31,Bachelors,Finance,Executive,15,44,170,0.883,1,0,0,Medium
E11804,26,High School,Finance,Technician,7,48,153,0.865,5,0,0,High
E11805,23,Bachelors,Finance,Executive,8,47,153,0.814,4,1,0,Medium
E11806,22,Bachelors,HR,Technician,3,46,161,1.0,2,4,0,Medium
E11807,40,Masters,IT,Technician,18,33,139,0.603,1,2,0,Low
E11808,25,High School,Sales,Manager,2,42,115,0.672,5,2,0,Medium
E11809,58,High School,R&D,Operator,39,43,165,0.661,2,0,0,Medium
E11810,31,High School,IT,Technician,15,40,120,0.634,1,1,0,Low
E11811,46,Masters,Finance,Engineer,26,32,140,0.342,4,1,0,Medium
E11812,47,Bachelors,Sales,Analyst,27,47,125,0.947,1,1,0,Medium
E11813,40,High School,Finance,Technician,21,45,127,0.515,2,5,0,Low
E11814,55,High School,R&D,Engineer,40,44,169,0.731,5,2,0,High
E11815,26,Bachelors,Production,Manager,8,43,156,0.444,1,0,0,Low
E11816,30,Bachelors,IT,Executive,12,29,155,0.812,4,1,0,Medium
E11817,31,Bachelors,IT,Operator,15,47,134,0.559,4,1,0,Medium
E11818,27,Bachelors,Finance,Analyst,7,29,147,0.496,2,1,0,Low
E11819,33,Masters,Finance,Executive,16,32,168,0.735,2,3,0,Low
E11820,33,Bachelors,Sales,Operator,12,44,159,0.574,3,3,0,Low
